"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0041700137","34","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","45","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.1,5.45,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","93","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","27","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,12.7,21.25,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","105","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","33","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,8.9,22.45,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","136","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","0","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",22,1.1,27.75,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","142","2544","LeBron James","1610612739","Cleveland Cavaliers","2","11","17","Made Shot","Driving Floating Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,9.6,14.35,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","150","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","9","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,4.3,20.35,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","195","2544","LeBron James","1610612739","Cleveland Cavaliers","2","6","17","Missed Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.4,5.95,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","211","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","34","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.1,5.75,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","213","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","9","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,5.25,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","217","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","40","Missed Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.8,5.85,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","219","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","40","Made Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.65,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","232","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","8","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,-13.6,9.45,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","234","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","19","Missed Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,-13.5,12.05,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","250","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","42","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,8.7,25.85,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","264","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","8","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,6.05,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","302","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","39","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","8-16 ft.",15,0.2,21.15,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","308","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","18","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,8.9,20.75,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","378","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","22","Made Shot","Cutting Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.1,4.65,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","382","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","36","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,15.5,25.05,1,"made",2018-04-29,"CLE","IND",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","397","2544","LeBron James","1610612739","Cleveland Cavaliers","3","1","46","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-0.5,30.85,1,"made",2018-04-29,"CLE","IND",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","531","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","28","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2,5.35,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","557","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,15.6,24.95,1,"missed",2018-04-29,"CLE","IND",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","583","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","7","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,15.6,11.65,1,"missed",2018-04-29,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","600","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","30","Made Shot","Cutting Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,6.35,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","21","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","52","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.4,5.65,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","69","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","53","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-2.2,15.55,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","83","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","52","Made Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,4.85,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","98","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","55","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",12,12,7.85,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","101","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","31","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,2.5,15.35,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","190","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","42","Made Shot","Turnaround Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,1.1,9.75,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","240","2544","LeBron James","1610612739","Cleveland Cavaliers","2","5","28","Made Shot","Driving Reverse Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.9,5.25,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","264","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","32","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,17.8,21.65,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","325","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","57","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,-15.4,12.75,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","328","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","18","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,-17.3,8.65,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","348","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","26","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,-12,9.05,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","360","2544","LeBron James","1610612739","Cleveland Cavaliers","3","6","13","Missed Shot","Running Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,11.2,31.75,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","378","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","21","Made Shot","Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,6.75,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","391","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","28","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,5.45,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","402","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","52","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,1.7,13.55,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","477","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","27","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.3,6.05,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","479","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","7","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,21.7,19.95,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","489","2544","LeBron James","1610612739","Cleveland Cavaliers","4","10","9","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-5.3,31.45,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","533","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","53","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-2.5,7.05,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","540","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","34","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,14.1,28.45,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","559","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","48","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",27,-11.2,30.15,1,"made",2018-05-01,"TOR","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","586","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","51","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,-3.7,32.95,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","590","2544","LeBron James","1610612739","Cleveland Cavaliers","4","2","9","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",9,3.8,14.05,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","609","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","32","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.2,6.05,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","620","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","30","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",11,-11.1,7.45,1,"made",2018-05-01,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","647","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","0","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,13.6,20.75,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","664","2544","LeBron James","1610612739","Cleveland Cavaliers","5","3","41","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,0.3,11.55,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","678","2544","LeBron James","1610612739","Cleveland Cavaliers","5","2","21","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,-10.7,12.25,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","695","2544","LeBron James","1610612739","Cleveland Cavaliers","5","1","4","Missed Shot","Driving Bank Hook Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",8,-8.1,6.35,1,"missed",2018-05-01,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700201","711","2544","LeBron James","1610612739","Cleveland Cavaliers","5","0","16","Missed Shot","Jump Bank Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,0.5,31.95,1,"missed",2018-05-01,"TOR","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","25","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","55","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.1,5.65,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","60","2544","LeBron James","1610612739","Cleveland Cavaliers","1","6","46","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,16.1,5.35,1,"missed",2018-05-03,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","181","2544","LeBron James","1610612739","Cleveland Cavaliers","2","9","35","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.4,5.75,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","236","2544","LeBron James","1610612739","Cleveland Cavaliers","2","5","33","Made Shot","Driving Floating Bank Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.8,6.15,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","256","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","24","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.6,4.85,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","260","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","39","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.75,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","274","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","6","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.7,4.85,1,"missed",2018-05-03,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","292","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","59","Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.8,5.25,1,"missed",2018-05-03,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","310","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","1","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,-0.5,25.05,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","328","2544","LeBron James","1610612739","Cleveland Cavaliers","3","11","16","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,7.1,25.75,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","331","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","44","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",20,-4.8,24.95,1,"missed",2018-05-03,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","354","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","34","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.4,5.85,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","388","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","32","Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.6,6.45,1,"missed",2018-05-03,"TOR","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","394","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","5","Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.8,6.25,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","398","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","47","Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0.1,7.85,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700202","413","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","35","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,-12.4,14.05,1,"made",2018-05-03,"TOR","CLE",1,2,"2017-18","Playoffs"
