"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0041700132","329","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","10","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,8.2,23.05,1,"made",2018-04-18,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","356","2544","LeBron James","1610612739","Cleveland Cavaliers","3","6","16","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,-18.2,6.75,1,"missed",2018-04-18,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","401","2544","LeBron James","1610612739","Cleveland Cavaliers","3","2","1","Made Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",19,-17.5,14.15,1,"made",2018-04-18,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","493","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","24","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.6,5.05,1,"made",2018-04-18,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","497","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","46","Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",18,16.3,13.65,1,"made",2018-04-18,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","520","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","13","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",15,-7.6,18.65,1,"missed",2018-04-18,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","524","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","33","Made Shot","Fadeaway Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",18,-17.1,11.05,1,"made",2018-04-18,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700132","557","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","58","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,15.4,25.05,1,"missed",2018-04-18,"CLE","IND",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","22","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","52","Made Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-4.5,15.25,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","43","2544","LeBron James","1610612739","Cleveland Cavaliers","1","8","58","Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.65,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","70","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","30","Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.4,6.75,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","102","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","23","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.3,7.15,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","118","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","18","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.1,5.15,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","128","2544","LeBron James","1610612739","Cleveland Cavaliers","1","1","6","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,4.7,23.95,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","210","2544","LeBron James","1610612739","Cleveland Cavaliers","2","6","4","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,1,30.95,1,"made",2018-04-20,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","237","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","47","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,2.1,10.85,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","241","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","26","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.6,6.65,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","282","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","8","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,7.1,24.75,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","316","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","39","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,15.9,19.45,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","328","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","0","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-0.3,7.25,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","347","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","1","Missed Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-7.1,6.95,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","359","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","0","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-14.3,12.85,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","407","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","21","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,18.3,25.25,1,"missed",2018-04-20,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","426","2544","LeBron James","1610612739","Cleveland Cavaliers","3","2","10","Missed Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",12,-12.7,6.95,1,"missed",2018-04-20,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","505","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","40","Made Shot","Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,6.1,6.95,1,"made",2018-04-20,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","542","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","29","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,17.5,25.45,1,"made",2018-04-20,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","549","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","42","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-20.3,18.95,1,"made",2018-04-20,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","577","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","36","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,-14.3,27.35,1,"missed",2018-04-20,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","588","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","38","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",29,6.5,33.75,1,"made",2018-04-20,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700133","598","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","12","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",28,-9.3,32.15,1,"missed",2018-04-20,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","14","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","41","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,17.4,21.95,1,"missed",2018-04-22,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","27","2544","LeBron James","1610612739","Cleveland Cavaliers","1","9","55","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.8,5.75,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","57","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","42","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.2,7.15,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","67","2544","LeBron James","1610612739","Cleveland Cavaliers","1","6","42","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,6.65,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","96","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","59","Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.2,5.85,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","111","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","16","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,15.5,20.25,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","188","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","32","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,6.15,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","206","2544","LeBron James","1610612739","Cleveland Cavaliers","2","8","18","Made Shot","Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,0,12.35,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","214","2544","LeBron James","1610612739","Cleveland Cavaliers","2","7","40","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,21.8,18.35,1,"missed",2018-04-22,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","235","2544","LeBron James","1610612739","Cleveland Cavaliers","2","5","26","Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.65,1,"missed",2018-04-22,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","286","2544","LeBron James","1610612739","Cleveland Cavaliers","2","1","33","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.6,6.05,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","382","2544","LeBron James","1610612739","Cleveland Cavaliers","3","6","16","Missed Shot","Fadeaway Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",28,7.7,32.65,1,"missed",2018-04-22,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","411","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","31","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,11.2,20.95,1,"missed",2018-04-22,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","450","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","3","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,18,27.85,1,"missed",2018-04-22,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","468","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","26","Made Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-4.4,7.55,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","514","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","16","Missed Shot","Jump Bank Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,-5.8,15.65,1,"missed",2018-04-22,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","535","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","2","Made Shot","Jump Bank Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,-15.6,6.95,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","541","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","8","Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,4.3,10.95,1,"missed",2018-04-22,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","571","2544","LeBron James","1610612739","Cleveland Cavaliers","4","3","1","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,5.65,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","579","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","52","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.9,6.05,1,"made",2018-04-22,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","585","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","15","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-17.4,23.05,1,"missed",2018-04-22,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700134","593","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","30","Missed Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",19,19.3,6.25,1,"missed",2018-04-22,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","8","2544","LeBron James","1610612739","Cleveland Cavaliers","1","11","23","Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.7,5.65,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","48","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","18","Missed Shot","Driving Floating Bank Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",10,7,12.75,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","87","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","39","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,5.45,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","133","2544","LeBron James","1610612739","Cleveland Cavaliers","1","2","12","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.25,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","142","2544","LeBron James","1610612739","Cleveland Cavaliers","1","1","28","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,0.1,7.75,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","145","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","50","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.6,6.25,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","148","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","27","Made Shot","Driving Floating Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.6,5.65,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","250","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","21","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.1,5.75,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","253","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","4","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.3,5.35,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","258","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","46","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.1,4.15,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","287","2544","LeBron James","1610612739","Cleveland Cavaliers","2","0","32","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.3,6.25,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","321","2544","LeBron James","1610612739","Cleveland Cavaliers","3","9","42","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-2.4,15.95,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","331","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","51","Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1.8,6.25,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","336","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","19","Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,4.85,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","360","2544","LeBron James","1610612739","Cleveland Cavaliers","3","6","26","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.4,5.65,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","399","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","11","Missed Shot","Driving Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,1.1,10.75,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","401","2544","LeBron James","1610612739","Cleveland Cavaliers","3","4","9","Missed Shot","Tip Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,4.65,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","446","2544","LeBron James","1610612739","Cleveland Cavaliers","3","1","34","Missed Shot","Step Back Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",26,-4.1,31.55,1,"missed",2018-04-25,"CLE","IND",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","469","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","7","Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,7.8,21.35,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","483","2544","LeBron James","1610612739","Cleveland Cavaliers","4","10","39","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-0.1,22.55,1,"made",2018-04-25,"CLE","IND",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","528","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","35","Missed Shot","Step Back Jump shot","3PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,21.8,3.95,1,"missed",2018-04-25,"CLE","IND",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","546","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","11","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,12,26.55,1,"missed",2018-04-25,"CLE","IND",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","579","2544","LeBron James","1610612739","Cleveland Cavaliers","4","1","42","Missed Shot","Fadeaway Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,5.2,12.35,1,"missed",2018-04-25,"CLE","IND",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700135","606","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","0","Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,2,30.05,1,"made",2018-04-25,"CLE","IND",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","44","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","32","Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.3,6.75,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","83","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","28","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,20,21.35,1,"made",2018-04-27,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","99","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","5","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",27,14.9,27.95,1,"missed",2018-04-27,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","111","2544","LeBron James","1610612739","Cleveland Cavaliers","1","1","58","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-0.2,6.35,1,"made",2018-04-27,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","133","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","29","Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,14.5,26.85,1,"missed",2018-04-27,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","216","2544","LeBron James","1610612739","Cleveland Cavaliers","2","4","55","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,0.2,6.95,1,"made",2018-04-27,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","244","2544","LeBron James","1610612739","Cleveland Cavaliers","2","2","57","Made Shot","Turnaround Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",16,12.2,16.05,1,"made",2018-04-27,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","303","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","23","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,-16.3,9.65,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","324","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","45","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",5,0.9,11.05,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","330","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","7","Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",18,0.5,24.15,1,"made",2018-04-27,"IND","CLE",1,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","345","2544","LeBron James","1610612739","Cleveland Cavaliers","3","7","12","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,19.9,8.35,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","375","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","59","Made Shot","Step Back Jump shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,-23.3,8.35,1,"made",2018-04-27,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","377","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","13","Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,16.6,28.05,1,"made",2018-04-27,"IND","CLE",1,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","384","2544","LeBron James","1610612739","Cleveland Cavaliers","3","2","29","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",23,10.9,25.75,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","412","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","34","Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,6.8,10.65,1,"missed",2018-04-27,"IND","CLE",0,2,"2017-18","Playoffs"
"Shot Chart Detail","0041700136","414","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","30","Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",22,22.5,6.05,1,"missed",2018-04-27,"IND","CLE",0,3,"2017-18","Playoffs"
"Shot Chart Detail","0041700137","16","2544","LeBron James","1610612739","Cleveland Cavaliers","1","10","35","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0.3,4.95,1,"made",2018-04-29,"CLE","IND",1,2,"2017-18","Playoffs"
